x, y, z, k, eps, mut
2.80488, 0.40323, 0.0, 0.00429, 0.00056, 0.00296
2.80488, 0.43548, 0.0, 0.00430, 0.00056, 0.00297
2.80488, 0.46774, 0.0, 0.00430, 0.00056, 0.00298
2.80488, 0.50000, 0.0, 0.00430, 0.00056, 0.00298
2.80488, 0.53226, 0.0, 0.00430, 0.00056, 0.00298
2.80488, 0.56452, 0.0, 0.00430, 0.00056, 0.00297
2.80488, 0.59677, 0.0, 0.00429, 0.00056, 0.00296
2.80488, 0.62903, 0.0, 0.00428, 0.00056, 0.00295
2.80488, 0.66129, 0.0, 0.00427, 0.00056, 0.00292
2.80488, 0.69355, 0.0, 0.00425, 0.00057, 0.00287
2.80488, 0.72581, 0.0, 0.00421, 0.00057, 0.00279
2.80488, 0.75806, 0.0, 0.00415, 0.00059, 0.00265
2.80488, 0.79032, 0.0, 0.00407, 0.00061, 0.00245
2.80488, 0.82258, 0.0, 0.00396, 0.00066, 0.00214
2.80488, 0.85484, 0.0, 0.00382, 0.00077, 0.00172
2.80488, 0.88710, 0.0, 0.00369, 0.00103, 0.00119
2.80488, 0.91935, 0.0, 0.00378, 0.00187, 0.00069
2.80488, 0.95161, 0.0, 0.00498, 0.00539, 0.00042
2.80488, 0.98387, 0.0, 0.00944, 0.02279, 0.00035
2.80488, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
3.04878, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
3.04878, 0.01613, 0.0, 0.00920, 0.02193, 0.00035
3.04878, 0.04839, 0.0, 0.00513, 0.00555, 0.00043
3.04878, 0.08065, 0.0, 0.00375, 0.00191, 0.00066
3.04878, 0.11290, 0.0, 0.00358, 0.00102, 0.00113
3.04878, 0.14516, 0.0, 0.00368, 0.00074, 0.00165
3.04878, 0.17742, 0.0, 0.00381, 0.00063, 0.00207
3.04878, 0.20968, 0.0, 0.00392, 0.00058, 0.00239
3.04878, 0.24194, 0.0, 0.00401, 0.00056, 0.00260
3.04878, 0.27419, 0.0, 0.00407, 0.00054, 0.00275
3.04878, 0.30645, 0.0, 0.00411, 0.00054, 0.00284
3.04878, 0.33871, 0.0, 0.00414, 0.00053, 0.00290
3.04878, 0.37097, 0.0, 0.00415, 0.00053, 0.00293
3.04878, 0.40323, 0.0, 0.00416, 0.00053, 0.00295
3.04878, 0.43548, 0.0, 0.00417, 0.00053, 0.00296
3.04878, 0.46774, 0.0, 0.00417, 0.00053, 0.00296
3.04878, 0.50000, 0.0, 0.00417, 0.00053, 0.00297
3.04878, 0.53226, 0.0, 0.00417, 0.00053, 0.00296
3.04878, 0.56452, 0.0, 0.00417, 0.00053, 0.00296
3.04878, 0.59677, 0.0, 0.00416, 0.00053, 0.00295
3.04878, 0.62903, 0.0, 0.00415, 0.00053, 0.00293
3.04878, 0.66129, 0.0, 0.00414, 0.00053, 0.00290
3.04878, 0.69355, 0.0, 0.00411, 0.00054, 0.00284
3.04878, 0.72581, 0.0, 0.00407, 0.00054, 0.00275
3.04878, 0.75806, 0.0, 0.00401, 0.00056, 0.00260
3.04878, 0.79032, 0.0, 0.00392, 0.00058, 0.00239
3.04878, 0.82258, 0.0, 0.00381, 0.00063, 0.00207
3.04878, 0.85484, 0.0, 0.00368, 0.00074, 0.00165
3.04878, 0.88710, 0.0, 0.00358, 0.00102, 0.00113
3.04878, 0.91935, 0.0, 0.00375, 0.00191, 0.00066
3.04878, 0.95161, 0.0, 0.00513, 0.00555, 0.00043
3.04878, 0.98387, 0.0, 0.00920, 0.02193, 0.00035
3.04878, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
3.29268, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
3.29268, 0.01613, 0.0, 0.00898, 0.02114, 0.00034
3.29268, 0.04839, 0.0, 0.00532, 0.00576, 0.00044
3.29268, 0.08065, 0.0, 0.00376, 0.00196, 0.00065
3.29268, 0.11290, 0.0, 0.00349, 0.00101, 0.00108
3.29268, 0.14516, 0.0, 0.00355, 0.00072, 0.00158
3.29268, 0.17742, 0.0, 0.00368, 0.00061, 0.00201
3.29268, 0.20968, 0.0, 0.00379, 0.00055, 0.00233
3.29268, 0.24194, 0.0, 0.00387, 0.00053, 0.00255
3.29268, 0.27419, 0.0, 0.00394, 0.00051, 0.00271
3.29268, 0.30645, 0.0, 0.00398, 0.00051, 0.00281
3.29268, 0.33871, 0.0, 0.00401, 0.00050, 0.00287
3.29268, 0.37097, 0.0, 0.00403, 0.00050, 0.00291
3.29268, 0.40323, 0.0, 0.00404, 0.00050, 0.00293
3.29268, 0.43548, 0.0, 0.00405, 0.00050, 0.00295
3.29268, 0.46774, 0.0, 0.00405, 0.00050, 0.00295
3.29268, 0.50000, 0.0, 0.00405, 0.00050, 0.00295
3.29268, 0.53226, 0.0, 0.00405, 0.00050, 0.00295
3.29268, 0.56452, 0.0, 0.00405, 0.00050, 0.00295
3.29268, 0.59677, 0.0, 0.00404, 0.00050, 0.00293
3.29268, 0.62903, 0.0, 0.00403, 0.00050, 0.00291
3.29268, 0.66129, 0.0, 0.00401, 0.00050, 0.00287
3.29268, 0.69355, 0.0, 0.00398, 0.00051, 0.00281
3.29268, 0.72581, 0.0, 0.00394, 0.00051, 0.00271
3.29268, 0.75806, 0.0, 0.00387, 0.00053, 0.00255
3.29268, 0.79032, 0.0, 0.00379, 0.00055, 0.00233
3.29268, 0.82258, 0.0, 0.00368, 0.00061, 0.00201
3.29268, 0.85484, 0.0, 0.00355, 0.00072, 0.00158
3.29268, 0.88710, 0.0, 0.00349, 0.00101, 0.00108
3.29268, 0.91935, 0.0, 0.00376, 0.00196, 0.00065
3.29268, 0.95161, 0.0, 0.00532, 0.00576, 0.00044
3.29268, 0.98387, 0.0, 0.00898, 0.02114, 0.00034
3.29268, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
3.53659, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
3.53659, 0.01613, 0.0, 0.00878, 0.02045, 0.00034
3.53659, 0.04839, 0.0, 0.00555, 0.00601, 0.00046
3.53659, 0.08065, 0.0, 0.00380, 0.00204, 0.00064
3.53659, 0.11290, 0.0, 0.00341, 0.00101, 0.00104
3.53659, 0.14516, 0.0, 0.00344, 0.00070, 0.00152
3.53659, 0.17742, 0.0, 0.00355, 0.00058, 0.00195
3.53659, 0.20968, 0.0, 0.00366, 0.00053, 0.00227
3.53659, 0.24194, 0.0, 0.00374, 0.00050, 0.00251
3.53659, 0.27419, 0.0, 0.00381, 0.00049, 0.00267
3.53659, 0.30645, 0.0, 0.00386, 0.00048, 0.00278
3.53659, 0.33871, 0.0, 0.00389, 0.00048, 0.00285
3.53659, 0.37097, 0.0, 0.00391, 0.00048, 0.00289
3.53659, 0.40323, 0.0, 0.00393, 0.00048, 0.00292
3.53659, 0.43548, 0.0, 0.00393, 0.00048, 0.00293
3.53659, 0.46774, 0.0, 0.00394, 0.00047, 0.00294
3.53659, 0.50000, 0.0, 0.00394, 0.00047, 0.00294
3.53659, 0.53226, 0.0, 0.00394, 0.00047, 0.00294
3.53659, 0.56452, 0.0, 0.00393, 0.00048, 0.00293
3.53659, 0.59677, 0.0, 0.00393, 0.00048, 0.00292
3.53659, 0.62903, 0.0, 0.00391, 0.00048, 0.00289
3.53659, 0.66129, 0.0, 0.00389, 0.00048, 0.00285
3.53659, 0.69355, 0.0, 0.00386, 0.00048, 0.00278
3.53659, 0.72581, 0.0, 0.00381, 0.00049, 0.00267
3.53659, 0.75806, 0.0, 0.00374, 0.00050, 0.00251
3.53659, 0.79032, 0.0, 0.00366, 0.00053, 0.00227
3.53659, 0.82258, 0.0, 0.00355, 0.00058, 0.00195
3.53659, 0.85484, 0.0, 0.00344, 0.00070, 0.00152
3.53659, 0.88710, 0.0, 0.00341, 0.00101, 0.00104
3.53659, 0.91935, 0.0, 0.00380, 0.00204, 0.00064
3.53659, 0.95161, 0.0, 0.00555, 0.00601, 0.00046
3.53659, 0.98387, 0.0, 0.00878, 0.02045, 0.00034
3.53659, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
3.78049, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
3.78049, 0.01613, 0.0, 0.00861, 0.01985, 0.00034
3.78049, 0.04839, 0.0, 0.00580, 0.00628, 0.00048
3.78049, 0.08065, 0.0, 0.00387, 0.00214, 0.00063
3.78049, 0.11290, 0.0, 0.00337, 0.00102, 0.00099
3.78049, 0.14516, 0.0, 0.00334, 0.00069, 0.00146
3.78049, 0.17742, 0.0, 0.00343, 0.00056, 0.00189
3.78049, 0.20968, 0.0, 0.00354, 0.00051, 0.00222
3.78049, 0.24194, 0.0, 0.00362, 0.00048, 0.00246
3.78049, 0.27419, 0.0, 0.00369, 0.00047, 0.00263
3.78049, 0.30645, 0.0, 0.00374, 0.00046, 0.00275
3.78049, 0.33871, 0.0, 0.00378, 0.00045, 0.00282
3.78049, 0.37097, 0.0, 0.00380, 0.00045, 0.00287
3.78049, 0.40323, 0.0, 0.00382, 0.00045, 0.00290
3.78049, 0.43548, 0.0, 0.00383, 0.00045, 0.00292
3.78049, 0.46774, 0.0, 0.00383, 0.00045, 0.00293
3.78049, 0.50000, 0.0, 0.00383, 0.00045, 0.00293
3.78049, 0.53226, 0.0, 0.00383, 0.00045, 0.00293
3.78049, 0.56452, 0.0, 0.00383, 0.00045, 0.00292
3.78049, 0.59677, 0.0, 0.00382, 0.00045, 0.00290
3.78049, 0.62903, 0.0, 0.00380, 0.00045, 0.00287
3.78049, 0.66129, 0.0, 0.00378, 0.00045, 0.00282
3.78049, 0.69355, 0.0, 0.00374, 0.00046, 0.00275
3.78049, 0.72581, 0.0, 0.00369, 0.00047, 0.00263
3.78049, 0.75806, 0.0, 0.00362, 0.00048, 0.00246
3.78049, 0.79032, 0.0, 0.00354, 0.00051, 0.00222
3.78049, 0.82258, 0.0, 0.00343, 0.00056, 0.00189
3.78049, 0.85484, 0.0, 0.00334, 0.00069, 0.00146
3.78049, 0.88710, 0.0, 0.00337, 0.00102, 0.00099
3.78049, 0.91935, 0.0, 0.00387, 0.00214, 0.00063
3.78049, 0.95161, 0.0, 0.00580, 0.00628, 0.00048
3.78049, 0.98387, 0.0, 0.00861, 0.01985, 0.00034
3.78049, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
4.02439, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
4.02439, 0.01613, 0.0, 0.00846, 0.01935, 0.00033
4.02439, 0.04839, 0.0, 0.00608, 0.00658, 0.00051
4.02439, 0.08065, 0.0, 0.00397, 0.00226, 0.00063
4.02439, 0.11290, 0.0, 0.00334, 0.00105, 0.00096
4.02439, 0.14516, 0.0, 0.00326, 0.00068, 0.00141
4.02439, 0.17742, 0.0, 0.00333, 0.00054, 0.00183
4.02439, 0.20968, 0.0, 0.00342, 0.00049, 0.00217
4.02439, 0.24194, 0.0, 0.00351, 0.00046, 0.00242
4.02439, 0.27419, 0.0, 0.00358, 0.00044, 0.00259
4.02439, 0.30645, 0.0, 0.00363, 0.00044, 0.00272
4.02439, 0.33871, 0.0, 0.00367, 0.00043, 0.00280
4.02439, 0.37097, 0.0, 0.00369, 0.00043, 0.00285
4.02439, 0.40323, 0.0, 0.00371, 0.00043, 0.00289
4.02439, 0.43548, 0.0, 0.00372, 0.00043, 0.00291
4.02439, 0.46774, 0.0, 0.00373, 0.00043, 0.00292
4.02439, 0.50000, 0.0, 0.00373, 0.00043, 0.00292
4.02439, 0.53226, 0.0, 0.00373, 0.00043, 0.00292
4.02439, 0.56452, 0.0, 0.00372, 0.00043, 0.00291
4.02439, 0.59677, 0.0, 0.00371, 0.00043, 0.00289
4.02439, 0.62903, 0.0, 0.00369, 0.00043, 0.00285
4.02439, 0.66129, 0.0, 0.00367, 0.00043, 0.00280
4.02439, 0.69355, 0.0, 0.00363, 0.00044, 0.00272
4.02439, 0.72581, 0.0, 0.00358, 0.00044, 0.00259
4.02439, 0.75806, 0.0, 0.00351, 0.00046, 0.00242
4.02439, 0.79032, 0.0, 0.00342, 0.00049, 0.00217
4.02439, 0.82258, 0.0, 0.00333, 0.00054, 0.00183
4.02439, 0.85484, 0.0, 0.00326, 0.00068, 0.00141
4.02439, 0.88710, 0.0, 0.00334, 0.00105, 0.00096
4.02439, 0.91935, 0.0, 0.00397, 0.00226, 0.00063
4.02439, 0.95161, 0.0, 0.00608, 0.00658, 0.00051
4.02439, 0.98387, 0.0, 0.00846, 0.01935, 0.00033
4.02439, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
4.26829, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
4.26829, 0.01613, 0.0, 0.00834, 0.01893, 0.00033
4.26829, 0.04839, 0.0, 0.00638, 0.00690, 0.00053
4.26829, 0.08065, 0.0, 0.00410, 0.00239, 0.00063
4.26829, 0.11290, 0.0, 0.00333, 0.00108, 0.00093
4.26829, 0.14516, 0.0, 0.00319, 0.00067, 0.00136
4.26829, 0.17742, 0.0, 0.00324, 0.00053, 0.00178
4.26829, 0.20968, 0.0, 0.00332, 0.00047, 0.00212
4.26829, 0.24194, 0.0, 0.00340, 0.00044, 0.00237
4.26829, 0.27419, 0.0, 0.00347, 0.00042, 0.00256
4.26829, 0.30645, 0.0, 0.00352, 0.00042, 0.00269
4.26829, 0.33871, 0.0, 0.00356, 0.00041, 0.00277
4.26829, 0.37097, 0.0, 0.00359, 0.00041, 0.00283
4.26829, 0.40323, 0.0, 0.00361, 0.00041, 0.00287
4.26829, 0.43548, 0.0, 0.00362, 0.00041, 0.00289
4.26829, 0.46774, 0.0, 0.00363, 0.00041, 0.00290
4.26829, 0.50000, 0.0, 0.00363, 0.00041, 0.00291
4.26829, 0.53226, 0.0, 0.00363, 0.00041, 0.00290
4.26829, 0.56452, 0.0, 0.00362, 0.00041, 0.00289
4.26829, 0.59677, 0.0, 0.00361, 0.00041, 0.00287
4.26829, 0.62903, 0.0, 0.00359, 0.00041, 0.00283
4.26829, 0.66129, 0.0, 0.00356, 0.00041, 0.00277
4.26829, 0.69355, 0.0, 0.00352, 0.00042, 0.00269
4.26829, 0.72581, 0.0, 0.00347, 0.00042, 0.00256
4.26829, 0.75806, 0.0, 0.00340, 0.00044, 0.00237
4.26829, 0.79032, 0.0, 0.00332, 0.00047, 0.00212
4.26829, 0.82258, 0.0, 0.00324, 0.00053, 0.00178
4.26829, 0.85484, 0.0, 0.00319, 0.00067, 0.00136
4.26829, 0.88710, 0.0, 0.00333, 0.00108, 0.00093
4.26829, 0.91935, 0.0, 0.00410, 0.00239, 0.00063
4.26829, 0.95161, 0.0, 0.00638, 0.00690, 0.00053
4.26829, 0.98387, 0.0, 0.00834, 0.01893, 0.00033
4.26829, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
4.51220, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
4.51220, 0.01613, 0.0, 0.00825, 0.01860, 0.00033
4.51220, 0.04839, 0.0, 0.00668, 0.00722, 0.00056
4.51220, 0.08065, 0.0, 0.00426, 0.00255, 0.00064
4.51220, 0.11290, 0.0, 0.00334, 0.00112, 0.00090
4.51220, 0.14516, 0.0, 0.00314, 0.00067, 0.00131
4.51220, 0.17742, 0.0, 0.00315, 0.00052, 0.00173
4.51220, 0.20968, 0.0, 0.00322, 0.00045, 0.00207
4.51220, 0.24194, 0.0, 0.00330, 0.00042, 0.00233
4.51220, 0.27419, 0.0, 0.00337, 0.00041, 0.00252
4.51220, 0.30645, 0.0, 0.00342, 0.00040, 0.00266
4.51220, 0.33871, 0.0, 0.00346, 0.00039, 0.00275
4.51220, 0.37097, 0.0, 0.00349, 0.00039, 0.00281
4.51220, 0.40323, 0.0, 0.00351, 0.00039, 0.00285
4.51220, 0.43548, 0.0, 0.00353, 0.00039, 0.00288
4.51220, 0.46774, 0.0, 0.00353, 0.00039, 0.00289
4.51220, 0.50000, 0.0, 0.00354, 0.00039, 0.00289
4.51220, 0.53226, 0.0, 0.00353, 0.00039, 0.00289
4.51220, 0.56452, 0.0, 0.00353, 0.00039, 0.00288
4.51220, 0.59677, 0.0, 0.00351, 0.00039, 0.00285
4.51220, 0.62903, 0.0, 0.00349, 0.00039, 0.00281
4.51220, 0.66129, 0.0, 0.00346, 0.00039, 0.00275
4.51220, 0.69355, 0.0, 0.00342, 0.00040, 0.00266
4.51220, 0.72581, 0.0, 0.00337, 0.00041, 0.00252
4.51220, 0.75806, 0.0, 0.00330, 0.00042, 0.00233
4.51220, 0.79032, 0.0, 0.00322, 0.00045, 0.00207
4.51220, 0.82258, 0.0, 0.00315, 0.00052, 0.00173
4.51220, 0.85484, 0.0, 0.00314, 0.00067, 0.00131
4.51220, 0.88710, 0.0, 0.00334, 0.00112, 0.00090
4.51220, 0.91935, 0.0, 0.00426, 0.00255, 0.00064
4.51220, 0.95161, 0.0, 0.00668, 0.00722, 0.00056
4.51220, 0.98387, 0.0, 0.00825, 0.01860, 0.00033
4.51220, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
4.75610, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
4.75610, 0.01613, 0.0, 0.00817, 0.01835, 0.00033
4.75610, 0.04839, 0.0, 0.00698, 0.00754, 0.00058
4.75610, 0.08065, 0.0, 0.00443, 0.00272, 0.00065
4.75610, 0.11290, 0.0, 0.00338, 0.00117, 0.00088
4.75610, 0.14516, 0.0, 0.00309, 0.00068, 0.00127
4.75610, 0.17742, 0.0, 0.00308, 0.00051, 0.00168
4.75610, 0.20968, 0.0, 0.00314, 0.00044, 0.00203
4.75610, 0.24194, 0.0, 0.00321, 0.00040, 0.00229
4.75610, 0.27419, 0.0, 0.00327, 0.00039, 0.00249
4.75610, 0.30645, 0.0, 0.00333, 0.00038, 0.00263
4.75610, 0.33871, 0.0, 0.00337, 0.00038, 0.00272
4.75610, 0.37097, 0.0, 0.00340, 0.00037, 0.00279
4.75610, 0.40323, 0.0, 0.00342, 0.00037, 0.00283
4.75610, 0.43548, 0.0, 0.00344, 0.00037, 0.00286
4.75610, 0.46774, 0.0, 0.00344, 0.00037, 0.00288
4.75610, 0.50000, 0.0, 0.00345, 0.00037, 0.00288
4.75610, 0.53226, 0.0, 0.00344, 0.00037, 0.00288
4.75610, 0.56452, 0.0, 0.00344, 0.00037, 0.00286
4.75610, 0.59677, 0.0, 0.00342, 0.00037, 0.00283
4.75610, 0.62903, 0.0, 0.00340, 0.00037, 0.00279
4.75610, 0.66129, 0.0, 0.00337, 0.00038, 0.00272
4.75610, 0.69355, 0.0, 0.00333, 0.00038, 0.00263
4.75610, 0.72581, 0.0, 0.00327, 0.00039, 0.00249
4.75610, 0.75806, 0.0, 0.00321, 0.00040, 0.00229
4.75610, 0.79032, 0.0, 0.00314, 0.00044, 0.00203
4.75610, 0.82258, 0.0, 0.00308, 0.00051, 0.00168
4.75610, 0.85484, 0.0, 0.00309, 0.00068, 0.00127
4.75610, 0.88710, 0.0, 0.00338, 0.00117, 0.00088
4.75610, 0.91935, 0.0, 0.00443, 0.00272, 0.00065
4.75610, 0.95161, 0.0, 0.00698, 0.00754, 0.00058
4.75610, 0.98387, 0.0, 0.00817, 0.01835, 0.00033
4.75610, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
5.00000, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
5.00000, 0.01613, 0.0, 0.00812, 0.01817, 0.00033
5.00000, 0.04839, 0.0, 0.00727, 0.00784, 0.00061
5.00000, 0.08065, 0.0, 0.00463, 0.00289, 0.00067
5.00000, 0.11290, 0.0, 0.00343, 0.00123, 0.00086
5.00000, 0.14516, 0.0, 0.00307, 0.00069, 0.00123
5.00000, 0.17742, 0.0, 0.00301, 0.00050, 0.00163
5.00000, 0.20968, 0.0, 0.00306, 0.00042, 0.00198
5.00000, 0.24194, 0.0, 0.00312, 0.00039, 0.00225
5.00000, 0.27419, 0.0, 0.00318, 0.00037, 0.00245
5.00000, 0.30645, 0.0, 0.00324, 0.00036, 0.00260
5.00000, 0.33871, 0.0, 0.00328, 0.00036, 0.00270
5.00000, 0.37097, 0.0, 0.00331, 0.00036, 0.00277
5.00000, 0.40323, 0.0, 0.00333, 0.00036, 0.00282
5.00000, 0.43548, 0.0, 0.00335, 0.00035, 0.00285
5.00000, 0.46774, 0.0, 0.00336, 0.00035, 0.00286
5.00000, 0.50000, 0.0, 0.00336, 0.00035, 0.00287
5.00000, 0.53226, 0.0, 0.00336, 0.00035, 0.00286
5.00000, 0.56452, 0.0, 0.00335, 0.00035, 0.00285
5.00000, 0.59677, 0.0, 0.00333, 0.00036, 0.00282
5.00000, 0.62903, 0.0, 0.00331, 0.00036, 0.00277
5.00000, 0.66129, 0.0, 0.00328, 0.00036, 0.00270
5.00000, 0.69355, 0.0, 0.00324, 0.00036, 0.00260
5.00000, 0.72581, 0.0, 0.00318, 0.00037, 0.00245
5.00000, 0.75806, 0.0, 0.00312, 0.00039, 0.00225
5.00000, 0.79032, 0.0, 0.00306, 0.00042, 0.00198
5.00000, 0.82258, 0.0, 0.00301, 0.00050, 0.00163
5.00000, 0.85484, 0.0, 0.00307, 0.00069, 0.00123
5.00000, 0.88710, 0.0, 0.00343, 0.00123, 0.00086
5.00000, 0.91935, 0.0, 0.00463, 0.00289, 0.00067
5.00000, 0.95161, 0.0, 0.00727, 0.00784, 0.00061
5.00000, 0.98387, 0.0, 0.00812, 0.01817, 0.00033
5.00000, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
5.24390, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
5.24390, 0.01613, 0.0, 0.00808, 0.01804, 0.00033
5.24390, 0.04839, 0.0, 0.00754, 0.00812, 0.00063
5.24390, 0.08065, 0.0, 0.00484, 0.00308, 0.00068
5.24390, 0.11290, 0.0, 0.00350, 0.00130, 0.00085
5.24390, 0.14516, 0.0, 0.00305, 0.00071, 0.00119
5.24390, 0.17742, 0.0, 0.00296, 0.00050, 0.00158
5.24390, 0.20968, 0.0, 0.00298, 0.00041, 0.00194
5.24390, 0.24194, 0.0, 0.00304, 0.00038, 0.00221
5.24390, 0.27419, 0.0, 0.00310, 0.00036, 0.00242
5.24390, 0.30645, 0.0, 0.00315, 0.00035, 0.00257
5.24390, 0.33871, 0.0, 0.00319, 0.00034, 0.00268
5.24390, 0.37097, 0.0, 0.00323, 0.00034, 0.00275
5.24390, 0.40323, 0.0, 0.00325, 0.00034, 0.00280
5.24390, 0.43548, 0.0, 0.00327, 0.00034, 0.00283
5.24390, 0.46774, 0.0, 0.00327, 0.00034, 0.00285
5.24390, 0.50000, 0.0, 0.00328, 0.00034, 0.00285
5.24390, 0.53226, 0.0, 0.00327, 0.00034, 0.00285
5.24390, 0.56452, 0.0, 0.00327, 0.00034, 0.00283
5.24390, 0.59677, 0.0, 0.00325, 0.00034, 0.00280
5.24390, 0.62903, 0.0, 0.00323, 0.00034, 0.00275
5.24390, 0.66129, 0.0, 0.00319, 0.00034, 0.00268
5.24390, 0.69355, 0.0, 0.00315, 0.00035, 0.00257
5.24390, 0.72581, 0.0, 0.00310, 0.00036, 0.00242
5.24390, 0.75806, 0.0, 0.00304, 0.00038, 0.00221
5.24390, 0.79032, 0.0, 0.00298, 0.00041, 0.00194
5.24390, 0.82258, 0.0, 0.00296, 0.00050, 0.00158
5.24390, 0.85484, 0.0, 0.00305, 0.00071, 0.00119
5.24390, 0.88710, 0.0, 0.00350, 0.00130, 0.00085
5.24390, 0.91935, 0.0, 0.00484, 0.00308, 0.00068
5.24390, 0.95161, 0.0, 0.00754, 0.00812, 0.00063
5.24390, 0.98387, 0.0, 0.00808, 0.01804, 0.00033
5.24390, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
5.48780, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
5.48780, 0.01613, 0.0, 0.00805, 0.01795, 0.00032
5.48780, 0.04839, 0.0, 0.00780, 0.00838, 0.00065
5.48780, 0.08065, 0.0, 0.00505, 0.00327, 0.00070
5.48780, 0.11290, 0.0, 0.00359, 0.00137, 0.00084
5.48780, 0.14516, 0.0, 0.00305, 0.00073, 0.00115
5.48780, 0.17742, 0.0, 0.00291, 0.00050, 0.00154
5.48780, 0.20968, 0.0, 0.00292, 0.00040, 0.00189
5.48780, 0.24194, 0.0, 0.00296, 0.00036, 0.00217
5.48780, 0.27419, 0.0, 0.00302, 0.00034, 0.00239
5.48780, 0.30645, 0.0, 0.00307, 0.00033, 0.00254
5.48780, 0.33871, 0.0, 0.00311, 0.00033, 0.00265
5.48780, 0.37097, 0.0, 0.00315, 0.00033, 0.00273
5.48780, 0.40323, 0.0, 0.00317, 0.00033, 0.00278
5.48780, 0.43548, 0.0, 0.00319, 0.00032, 0.00282
5.48780, 0.46774, 0.0, 0.00320, 0.00032, 0.00283
5.48780, 0.50000, 0.0, 0.00320, 0.00032, 0.00284
5.48780, 0.53226, 0.0, 0.00320, 0.00032, 0.00283
5.48780, 0.56452, 0.0, 0.00319, 0.00032, 0.00282
5.48780, 0.59677, 0.0, 0.00317, 0.00033, 0.00278
5.48780, 0.62903, 0.0, 0.00315, 0.00033, 0.00273
5.48780, 0.66129, 0.0, 0.00311, 0.00033, 0.00265
5.48780, 0.69355, 0.0, 0.00307, 0.00033, 0.00254
5.48780, 0.72581, 0.0, 0.00302, 0.00034, 0.00239
5.48780, 0.75806, 0.0, 0.00296, 0.00036, 0.00217
5.48780, 0.79032, 0.0, 0.00292, 0.00040, 0.00189
5.48780, 0.82258, 0.0, 0.00291, 0.00050, 0.00154
5.48780, 0.85484, 0.0, 0.00305, 0.00073, 0.00115
5.48780, 0.88710, 0.0, 0.00359, 0.00137, 0.00084
5.48780, 0.91935, 0.0, 0.00505, 0.00327, 0.00070
5.48780, 0.95161, 0.0, 0.00780, 0.00838, 0.00065
5.48780, 0.98387, 0.0, 0.00805, 0.01795, 0.00032
5.48780, 1.00000, 0.0, 0.00000, 0.00000, 0.00000
5.73171, 0.00000, 0.0, 0.00000, 0.00000, 0.00000
5.73171, 0.01613, 0.0, 0.00803, 0.01789, 0.00032
5.73171, 0.04839, 0.0, 0.00804, 0.00862, 0.00067
5.73171, 0.08065, 0.0, 0.00527, 0.00346, 0.00072
5.73171, 0.11290, 0.0, 0.00369, 0.00146, 0.00084
5.73171, 0.14516, 0.0, 0.00306, 0.00075, 0.00112
5.73171, 0.17742, 0.0, 0.00288, 0.00050, 0.00150
5.73171, 0.20968, 0.0, 0.00286, 0.00040, 0.00185
5.73171, 0.24194, 0.0, 0.00289, 0.00035, 0.00214
5.73171, 0.27419, 0.0, 0.00294, 0.00033, 0.00235
5.73171, 0.30645, 0.0, 0.00299, 0.00032, 0.00251
5.73171, 0.33871, 0.0, 0.00304, 0.00032, 0.00263
5.73171, 0.37097, 0.0, 0.00307, 0.00031, 0.00271
5.73171, 0.40323, 0.0, 0.00309, 0.00031, 0.00276
5.73171, 0.43548, 0.0, 0.00311, 0.00031, 0.00280
5.73171, 0.46774, 0.0, 0.00312, 0.00031, 0.00282
5.73171, 0.50000, 0.0, 0.00312, 0.00031, 0.00283
5.73171, 0.53226, 0.0, 0.00312, 0.00031, 0.00282
5.73171, 0.56452, 0.0, 0.00311, 0.00031, 0.00280
5.73171, 0.59677, 0.0, 0.00309, 0.00031, 0.00276
5.73171, 0.62903, 0.0, 0.00307, 0.00031, 0.00271
5.73171, 0.66129, 0.0, 0.00304, 0.00032, 0.00263
5.73171, 0.69355, 0.0, 0.00299, 0.00032, 0.00251
5.73171, 0.72581, 0.0, 0.00294, 0.00033, 0.00235
5.73171, 0.75806, 0.0, 0.00289, 0.00035, 0.00214
5.73171, 0.79032, 0.0, 0.00286, 0.00040, 0.00185
5.73171, 0.82258, 0.0, 0.00288, 0.00050, 0.00150
5.73171, 0.85484, 0.0, 0.00306, 0.00075, 0.00112
